"entrezgene_id","hgnc_symbol","mirna1","mirna2","Two_Var_XZ","Two_Var_YZ","Lancaster_XY_Z","mirna1Literature","mirna2Literature","mrnaLiterature","miRNA1_mRNA_DB","miRNA2_mRNA_DB","median1","median2","miRNA1_pvalue","miRNA1_logFC","miRNA2_pvalue","miRNA2_logFC","mRNA_pvalue","mRNA_logFC","is_mrna_tf"
467,"ATF3","hsa-mir-331-3p","hsa-mir-744-3p",0.2045,0.0185,0.003,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/23536558'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27196751'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",18.7522582770109,17.721453552863,0.0269082354597712,0.438675414480917,0.000819057032318038,0.780336494128379,0.00170642843372733,-0.235482562699006,TRUE
493,"ATP2B4","hsa-mir-625-5p","hsa-mir-193b-3p",0.1,0.2695,0.001,"NA","NA","NA"," tarbase "," tarbase ",18.4956482411836,17.4493545836502,0.099815236669057,0.526686399962469,0.342523036963038,0.142482233243624,0.0950505203638827,-0.128792319677245,FALSE
595,"CCND1","hsa-mir-424-5p","hsa-mir-490-3p",0.2665,0.0375,0.0025,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10473073'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11286838'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11872630'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12237776'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12372886'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12896908'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14648664'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15245939'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15390184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15590562'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20380574'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20575692'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21766505'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21789902'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23887292'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23893383'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24264314'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24268029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24324055'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25556372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25888950'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28109084'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30104251'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30387807'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30446453'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31164795'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8622895'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9720584'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9815621'>PubMedLink</a>","mirtarbase tarbase ","mirtarbase  ",20.8799568502661,18.6497904332406,0.915461668566696,-0.0157162172677489,2.32071444916838e-10,-1.6368751780279,0.943537710242941,0.00537455867796786,FALSE
595,"CCND1","hsa-mir-490-3p","hsa-mir-766-3p",0.0565,0.0735,0.008,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10473073'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11286838'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11872630'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12237776'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12372886'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/12896908'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/14648664'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15245939'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15390184'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/15590562'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20380574'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/20575692'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21766505'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/21789902'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23887292'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/23893383'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24264314'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24268029'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24324055'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25556372'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25888950'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/28109084'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30104251'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30387807'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30446453'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31164795'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/8622895'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9720584'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9815621'>PubMedLink</a>","mirtarbase  "," tarbase ",21.2399554982497,19.2675034551593,2.32071444916838e-10,-1.6368751780279,0.443527223411462,0.174890091522717,0.943537710242941,0.00537455867796786,FALSE
650,"BMP2","hsa-mir-20a-5p","hsa-mir-19a-3p",0.2995,0.161,0.0095,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/23276457'>PubMedLink</a>","mirtarbase  "," tarbase ",16.8056369923844,15.5973973385542,0.100053495917755,0.224887614264827,0.000134087335279268,0.752372781500315,0.130237828385229,-0.122763969390263,FALSE
771,"CA12","hsa-mir-18a-5p","hsa-mir-29a-3p",0.045,0.036,0,"NA","NA","NA","mirtarbase tarbase "," tarbase ",19.2198855970246,17.7047334169808,2.66280826131663e-07,1.15010214375488,6.04906991122009e-06,-0.447684040420096,0.348494500029084,-0.0741004931627287,FALSE
771,"CA12","hsa-mir-18b-5p","hsa-mir-29a-3p",0.372,0.0405,0.009,"NA","NA","NA","mirtarbase  "," tarbase ",19.4609267437335,17.337800238199,0.0070205057497855,1.28736015936403,6.04906991122009e-06,-0.447684040420096,0.348494500029084,-0.0741004931627287,FALSE
771,"CA12","hsa-mir-2355-3p","hsa-mir-335-5p",0.059,0.0255,5e-04,"NA","NA","NA","mirtarbase  ","mirtarbase tarbase ",18.2335915571181,16.8678002942137,0.202403026066432,0.317166531700836,0.0866130879658758,0.395945640188684,0.348494500029084,-0.0741004931627287,FALSE
894,"CCND2","hsa-mir-10b-5p","hsa-mir-3065-3p",0.0765,0.08,0.005,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30778022'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30925453'>PubMedLink</a>"," tarbase "," tarbase ",17.5457389196637,15.7257498420083,3.114851905497e-06,-0.425113060366782,0.0808000604353229,0.326357241476501,0.0145187631741999,-0.194494906375209,FALSE
894,"CCND2","hsa-mir-10b-5p","hsa-mir-340-3p",0.1035,0.784,0.005,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30778022'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30925453'>PubMedLink</a>"," tarbase ","mirtarbase  ",17.287035119222,15.7257498420083,3.114851905497e-06,-0.425113060366782,0.687462881913515,-0.0932865998155046,0.0145187631741999,-0.194494906375209,FALSE
894,"CCND2","hsa-mir-10b-5p","hsa-mir-34b-5p",0.0905,0.4395,0.001,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30778022'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30925453'>PubMedLink</a>"," tarbase "," tarbase ",17.0297221292199,15.7000103874815,3.114851905497e-06,-0.425113060366782,0.00307024022394831,1.4655276835951,0.0145187631741999,-0.194494906375209,FALSE
894,"CCND2","hsa-mir-29b-3p","hsa-mir-21-3p",0.2415,0.252,0,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30778022'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30925453'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",17.5277618564264,16.4034796360532,0.296413044099636,-0.127518763317893,0.395602980752267,-0.0955857110219041,0.0145187631741999,-0.194494906375209,FALSE
894,"CCND2","hsa-mir-29b-3p","hsa-mir-2355-5p",0.2455,0.154,0.0065,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30778022'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30925453'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",17.6909381178837,16.372938368041,0.296413044099636,-0.127518763317893,0.850842527018588,-0.0304003734126943,0.0145187631741999,-0.194494906375209,FALSE
894,"CCND2","hsa-mir-320c","hsa-mir-10b-5p",0.011,0.1,5e-04,"<a href='https://pubmed.ncbi.nlm.nih.gov/25178497'>PubMedLink</a>","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30778022'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30925453'>PubMedLink</a>"," tarbase "," tarbase ",17.0739140610237,15.541457564495,0.781920627047622,-0.0966896693537031,3.114851905497e-06,-0.425113060366782,0.0145187631741999,-0.194494906375209,FALSE
894,"CCND2","hsa-mir-424-5p","hsa-mir-3065-3p",0.408,0.085,0.0085,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/30778022'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30925453'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",17.8835413988302,15.8545898161586,0.915461668566696,-0.0157162172677489,0.0808000604353229,0.326357241476501,0.0145187631741999,-0.194494906375209,FALSE
952,"CD38","hsa-mir-17-5p","hsa-mir-20a-5p",0.03,0.0185,0.002,"<a href='https://pubmed.ncbi.nlm.nih.gov/17826655'>PubMedLink</a>","NA","NA"," tarbase "," tarbase ",13.7293907335401,12.4206333224035,0.110674450254268,0.211434836080764,0.100053495917755,0.224887614264827,0.983155507025516,-0.00194793456797082,FALSE
952,"CD38","hsa-mir-19b-1-5p","hsa-mir-20a-5p",0.2085,0.0405,0.0025,"NA","NA","NA","mirtarbase  "," tarbase ",13.4310897241798,12.4179868659333,0.00371002911363294,0.703280025825275,0.100053495917755,0.224887614264827,0.983155507025516,-0.00194793456797082,FALSE
1021,"CDK6","hsa-mir-105-5p","hsa-mir-651-5p",0.246,0.034,5e-04,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24069260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25178497'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26763933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27484176'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27573859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30138038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30362519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31373842'>PubMedLink</a>","mirtarbase  "," tarbase ",15.9811334932618,14.3015189558466,0.000664339672232325,1.54880888994111,0.000745979515699792,1.04355192342826,0.422879781146749,-0.0679496307435044,FALSE
1021,"CDK6","hsa-mir-10b-5p","hsa-mir-651-5p",0.018,0.027,0.001,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24069260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25178497'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26763933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27484176'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27573859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30138038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30362519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31373842'>PubMedLink</a>"," tarbase "," tarbase ",15.9651568314179,14.0416897687419,3.114851905497e-06,-0.425113060366782,0.000745979515699792,1.04355192342826,0.422879781146749,-0.0679496307435044,FALSE
1021,"CDK6","hsa-mir-362-3p","hsa-mir-188-5p",0.0625,0.178,0.0095,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24069260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25178497'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26763933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27484176'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27573859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30138038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30362519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31373842'>PubMedLink</a>","mirtarbase tarbase "," tarbase ",15.1872587549764,14.0092466825869,0.0439348278274185,0.6157259952513,0.00099768080967909,1.07099051731552,0.422879781146749,-0.0679496307435044,FALSE
1021,"CDK6","hsa-mir-570-3p","hsa-mir-320b",0.037,0.32,0.003,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24069260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25178497'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26763933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27484176'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27573859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30138038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30362519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31373842'>PubMedLink</a>"," tarbase "," tarbase ",15.2775429395786,13.9123070874212,0.00190194402243112,1.59685993003745,0.157482890060643,0.354011549047418,0.422879781146749,-0.0679496307435044,FALSE
1021,"CDK6","hsa-mir-570-3p","hsa-mir-491-3p",0.056,0.1415,0.0065,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24069260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25178497'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26763933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27484176'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27573859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30138038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30362519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31373842'>PubMedLink</a>"," tarbase ","mirtarbase  ",15.375464249035,13.803881443189,0.00190194402243112,1.59685993003745,0.289530393460502,0.41211317595188,0.422879781146749,-0.0679496307435044,FALSE
1021,"CDK6","hsa-mir-590-5p","hsa-mir-188-5p",0.0135,0.1845,0.008,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24069260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25178497'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26763933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27484176'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27573859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30138038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30362519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31373842'>PubMedLink</a>"," tarbase "," tarbase ",15.9321004149689,13.9483552763406,0.000282599722210336,0.806916554240847,0.00099768080967909,1.07099051731552,0.422879781146749,-0.0679496307435044,FALSE
1021,"CDK6","hsa-mir-590-5p","hsa-mir-651-5p",0.0155,0.0525,0.002,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24069260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25178497'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26763933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27484176'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27573859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30138038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30362519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31373842'>PubMedLink</a>"," tarbase "," tarbase ",15.9811334932618,14.7830239129298,0.000282599722210336,0.806916554240847,0.000745979515699792,1.04355192342826,0.422879781146749,-0.0679496307435044,FALSE
1021,"CDK6","hsa-mir-590-5p","hsa-mir-767-5p",0.0145,0.2415,0.004,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24069260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25178497'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26763933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27484176'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27573859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30138038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30362519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31373842'>PubMedLink</a>"," tarbase ","mirtarbase  ",15.5715288543989,14.4703605988175,0.000282599722210336,0.806916554240847,0.000464541995074494,1.77487077066606,0.422879781146749,-0.0679496307435044,FALSE
1021,"CDK6","hsa-mir-651-5p","hsa-mir-548v",0.031,0.011,0.0085,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24069260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25178497'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26763933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27484176'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27573859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30138038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30362519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31373842'>PubMedLink</a>"," tarbase ","mirtarbase  ",15.6348127734679,13.9095079226158,0.000745979515699792,1.04355192342826,0.0680054912781302,0.820983786552677,0.422879781146749,-0.0679496307435044,FALSE
1021,"CDK6","hsa-mir-767-5p","hsa-mir-651-5p",0.283,0.024,0.001,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/18361427'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/24069260'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25178497'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26763933'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27484176'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27573859'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30138038'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/30362519'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/31373842'>PubMedLink</a>","mirtarbase  "," tarbase ",16.000290976364,14.0532951322935,0.000464541995074494,1.77487077066606,0.000745979515699792,1.04355192342826,0.422879781146749,-0.0679496307435044,FALSE
1026,"CDKN1A","hsa-mir-497-5p","hsa-mir-1229-3p",0.1035,0.405,5e-04,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10688044'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11277327'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25349305'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26191193'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27622605'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27726892'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29602637'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9114433'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9472102'>PubMedLink</a>"," tarbase ","mirtarbase  ",21.1222525477301,19.6574808842255,0.0254810510080278,-0.403371957324111,0.000639944211381172,1.75557387016369,0.232475060289652,-0.0868306271334167,FALSE
1026,"CDKN1A","hsa-mir-497-5p","hsa-mir-20a-5p",0.095,0.029,5e-04,"NA","NA","<a href='https://pubmed.ncbi.nlm.nih.gov/10688044'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/11277327'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/25349305'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/26191193'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27622605'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/27726892'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/29602637'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9114433'>PubMedLink</a>
<a href='https://pubmed.ncbi.nlm.nih.gov/9472102'>PubMedLink</a>"," tarbase ","mirtarbase tarbase ",20.8784124495488,19.6534812875952,0.0254810510080278,-0.403371957324111,0.100053495917755,0.224887614264827,0.232475060289652,-0.0868306271334167,FALSE
